InteractionID;UserID;SessionDuration (secs);QueryType;ResponseTime (secs);SatisfactionRating;ResolvedQuery;SentimentScore;IntentConfidence (%);ResponseLength (words);Language;ChatbotVersion;Escalation;InteractionDate;EfficiencyScore
22927;2982;100;Product Inquiry;4;4;Yes;0.44;58.57;60;English;v1.1;No;13/08/2025 06:00;7.16
22928;3228;55;Others;8;5;Yes;0.87;97.78;42;English;v1.0;Yes;13/08/2025 07:00;10.98
22929;1724;36;General Query;6;3;Yes;0.62;71.59;98;German;v1.1;No;13/08/2025 08:00;7.96
22930;1468;533;General Query;3;3;Yes;0.05;87.13;98;English;v1.0;No;13/08/2025 09:00;9.81
22931;2809;52;Product Inquiry;4;5;Yes;0.73;94.88;24;French;v2.0;No;13/08/2025 10:00;11.09
22932;1020;368;Technical Support;3;2;Yes;0.46;59.8;10;Other;v2.1;No;13/08/2025 11:00;6.78
22933;4346;399;General Query;3;3;Yes;-0.79;90.68;41;English;v1.0;No;13/08/2025 12:00;10.17
22934;1259;527;Technical Support;9;4;Yes;-0.95;64.22;70;English;v2.0;No;13/08/2025 13:00;7.22
22935;4404;286;Product Inquiry;3;4;Yes;0.12;69.15;93;English;v2.0;No;13/08/2025 14:00;8.32
22936;3513;536;General Query;2;2;Yes;0.36;93.17;56;English;v2.0;No;13/08/2025 15:00;10.22
22937;2139;504;General Query;2;2;Yes;-0.49;81.87;89;Spanish;v1.0;No;13/08/2025 16:00;9.09
22938;2436;366;General Query;8;2;Yes;0.21;91.23;53;Spanish;v1.0;No;13/08/2025 17:00;9.42
22939;1536;462;Product Inquiry;3;4;Yes;0.02;84.02;33;English;v2.0;No;13/08/2025 18:00;9.8
22940;1951;397;Product Inquiry;9;5;Yes;-0.73;98.29;82;English;v2.0;No;13/08/2025 19:00;10.93
22941;4916;592;General Query;3;3;Yes;-0.79;98.75;5;Spanish;v1.1;No;13/08/2025 20:00;10.98
22942;3813;377;Others;2;4;Yes;-0.11;75.05;24;English;v2.1;No;13/08/2025 21:00;9.0
22943;4006;557;Technical Support;8;5;Yes;-0.65;65.67;29;English;v1.1;Yes;13/08/2025 22:00;7.77
22944;4994;229;Product Inquiry;6;2;No;-0.16;53.95;69;Spanish;v2.0;No;13/08/2025 23:00;5.4
22945;2979;61;Product Inquiry;4;1;Yes;0.68;62.58;83;English;v2.0;No;14/08/2025 00:00;6.66
22946;4794;32;General Query;1;2;Yes;-0.95;80.07;21;English;v1.0;Yes;14/08/2025 01:00;9.01
22947;2840;508;Product Inquiry;6;3;Yes;0.66;91.95;5;English;v1.1;No;14/08/2025 02:00;10.0
22948;2856;206;Others;7;4;Yes;0.1;70.45;51;English;v2.1;No;14/08/2025 03:00;8.04
22949;3981;82;Feedback;8;3;No;0.5;92.94;33;Spanish;v1.1;No;14/08/2025 04:00;9.39
22950;1850;355;General Query;7;3;Yes;0.88;67.26;18;Other;v1.0;No;14/08/2025 05:00;7.43
22951;2971;574;General Query;2;1;Yes;-0.71;94.58;83;German;v2.0;No;14/08/2025 06:00;10.06
22952;2280;94;Others;3;5;No;0.54;97.5;27;Spanish;v1.1;Yes;14/08/2025 07:00;10.95
22953;2191;168;General Query;1;3;Yes;-0.96;90.45;42;English;v1.1;No;14/08/2025 08:00;10.34
22954;4920;226;Product Inquiry;4;3;Yes;-0.94;86.66;61;French;v1.1;No;14/08/2025 09:00;9.67
22955;1532;260;General Query;5;4;Yes;0.39;51.45;95;English;v2.1;No;14/08/2025 10:00;6.35
22956;4669;594;Technical Support;9;5;Yes;0.37;57.53;29;Spanish;v1.1;No;14/08/2025 11:00;6.85
22957;3062;254;General Query;1;4;Yes;-0.38;97.09;80;English;v2.1;No;14/08/2025 12:00;11.31
22958;3097;144;Product Inquiry;7;4;Yes;-0.0;79.78;27;English;v2.0;No;14/08/2025 13:00;8.98
22959;4046;276;General Query;4;2;Yes;-0.26;99.4;40;Other;v2.0;No;14/08/2025 14:00;10.64
22960;1303;111;General Query;8;4;Yes;-0.95;81.2;54;German;v2.1;Yes;14/08/2025 15:00;9.02
22961;4558;226;Product Inquiry;2;4;Yes;0.95;94.46;22;English;v2.1;No;14/08/2025 16:00;10.95
22962;1415;436;General Query;5;1;Yes;-0.39;56.99;22;English;v1.1;No;14/08/2025 17:00;6.0
22963;1304;307;General Query;2;4;Yes;-0.66;50.73;59;English;v2.0;No;14/08/2025 18:00;6.57
22964;3243;234;General Query;2;2;Yes;0.76;93.69;67;English;v2.0;No;14/08/2025 19:00;10.27
22965;4947;531;General Query;7;2;Yes;-0.73;50.79;83;English;v2.0;No;14/08/2025 20:00;5.48
22966;1812;592;Others;4;3;Yes;0.85;89.28;76;German;v1.1;No;14/08/2025 21:00;9.93
22967;3847;387;Product Inquiry;9;5;No;-0.05;66.35;93;English;v2.0;No;14/08/2025 22:00;7.24
22968;3435;420;Feedback;2;3;Yes;-0.08;91.02;74;English;v2.0;No;14/08/2025 23:00;10.3
22969;3804;220;General Query;7;5;No;0.74;78.27;22;English;v1.0;No;15/08/2025 00:00;8.63
22970;2984;304;General Query;8;1;No;-0.4;55.91;64;German;v2.0;No;15/08/2025 01:00;5.09
22971;4936;82;Technical Support;1;3;Yes;-0.55;79.72;41;English;v2.0;Yes;15/08/2025 02:00;9.27
22972;3502;380;General Query;1;3;Yes;-0.44;94.46;9;Spanish;v1.0;No;15/08/2025 03:00;10.75
22973;1712;206;Product Inquiry;7;3;No;-0.5;98.97;64;English;v2.1;Yes;15/08/2025 04:00;10.1
22974;3752;502;General Query;5;5;Yes;0.43;57.26;32;English;v2.1;No;15/08/2025 05:00;7.23
22975;3895;390;Technical Support;7;3;Yes;-0.22;84.72;5;English;v2.0;No;15/08/2025 06:00;9.17
22976;2681;40;Feedback;1;2;Yes;-0.07;79.48;88;English;v2.1;No;15/08/2025 07:00;8.95
22977;2333;327;Others;9;4;Yes;-0.36;88.23;90;English;v1.1;No;15/08/2025 08:00;9.62
22978;4198;65;Product Inquiry;2;2;Yes;-0.54;56.42;78;English;v2.1;No;15/08/2025 09:00;6.54
22979;1174;213;Product Inquiry;5;2;Yes;-0.73;68.05;28;German;v2.0;No;15/08/2025 10:00;7.4
22980;4205;76;General Query;4;3;No;-0.58;88.03;68;French;v2.0;No;15/08/2025 11:00;9.3
22981;2089;573;Technical Support;5;4;Yes;-0.25;91.33;72;English;v2.1;No;15/08/2025 12:00;10.33
22982;2416;476;Others;9;3;Yes;0.65;56.26;28;English;v1.1;No;15/08/2025 13:00;6.13
22983;2987;352;Product Inquiry;5;3;Yes;0.53;80.28;58;English;v2.0;Yes;15/08/2025 14:00;8.93
22984;4436;35;Technical Support;4;2;Yes;-0.6;68.78;96;Other;v2.0;No;15/08/2025 15:00;7.58
22985;3326;532;Technical Support;4;4;Yes;0.98;99.85;94;English;v2.0;No;15/08/2025 16:00;11.28
22986;1757;169;Technical Support;5;5;Yes;0.64;65.56;83;English;v2.0;No;15/08/2025 17:00;8.06
22987;3410;232;Technical Support;1;2;No;1.0;64.19;65;Spanish;v2.1;No;15/08/2025 18:00;6.92
22988;2772;410;General Query;9;3;Yes;0.34;85.48;75;English;v2.1;No;15/08/2025 19:00;9.05
22989;1170;300;Technical Support;1;3;Yes;-0.37;84.63;37;English;v2.1;No;15/08/2025 20:00;9.76
22990;2074;558;General Query;7;4;Yes;-0.3;53.33;10;Spanish;v2.1;No;15/08/2025 21:00;6.33
22991;2351;361;Technical Support;4;5;Yes;0.65;76.1;97;French;v2.1;No;15/08/2025 22:00;9.21
22992;4942;356;General Query;9;2;Yes;0.5;94.85;52;English;v2.0;No;15/08/2025 23:00;9.68
22993;1664;94;Feedback;1;1;Yes;0.94;80.82;47;French;v2.1;No;16/08/2025 00:00;8.78
22994;1591;112;Technical Support;4;1;Yes;-0.5;96.21;94;Spanish;v1.1;No;16/08/2025 01:00;10.02
22995;3978;565;Technical Support;7;2;Yes;0.47;92.17;37;English;v1.0;No;16/08/2025 02:00;9.62
22996;2168;134;General Query;2;4;Yes;-0.55;76.56;98;Spanish;v1.0;No;16/08/2025 03:00;9.16
22997;3321;440;Technical Support;5;3;Yes;-0.43;71.7;26;English;v2.0;No;16/08/2025 04:00;8.07
22998;4226;132;Feedback;7;5;Yes;-0.72;86.96;99;English;v1.1;No;16/08/2025 05:00;10.0
22999;4982;387;Technical Support;3;1;Yes;0.08;82.24;32;Spanish;v2.0;No;16/08/2025 06:00;8.72
23000;3555;79;Others;8;4;Yes;-0.15;67.44;59;Other;v2.1;No;16/08/2025 07:00;7.64
23001;4920;301;General Query;4;3;No;0.1;75.06;96;English;v2.1;No;16/08/2025 08:00;8.01
23002;3410;256;Technical Support;5;3;Yes;0.66;73.86;85;English;v1.0;No;16/08/2025 09:00;8.29
23003;2348;64;Product Inquiry;5;3;Yes;-0.97;86.61;87;English;v2.0;No;16/08/2025 10:00;9.56
23004;1847;216;General Query;7;2;Yes;0.62;81.45;16;Spanish;v1.0;No;16/08/2025 11:00;8.55
23005;3702;518;Technical Support;8;4;Yes;0.42;73.24;57;English;v1.0;No;16/08/2025 12:00;8.22
23006;3345;468;Technical Support;1;5;Yes;0.33;67.49;68;English;v1.1;No;16/08/2025 13:00;8.65
23007;1493;214;General Query;7;3;Yes;0.5;97.53;47;Spanish;v2.1;No;16/08/2025 14:00;10.45
23008;1545;214;Technical Support;8;3;Yes;0.69;58.43;94;English;v2.0;No;16/08/2025 15:00;6.44
23009;3351;594;General Query;2;5;Yes;-0.19;64.17;42;French;v2.1;No;16/08/2025 16:00;8.22
23010;2490;329;Product Inquiry;1;3;Yes;-0.86;67.98;96;English;v1.1;No;16/08/2025 17:00;8.1
23011;1903;567;Technical Support;9;5;Yes;0.84;56.71;62;Spanish;v2.0;Yes;16/08/2025 18:00;6.77
23012;3286;408;General Query;9;4;Yes;0.86;96.2;16;English;v1.1;No;16/08/2025 19:00;10.42
23013;3697;454;Product Inquiry;3;1;Yes;-0.98;99.39;84;English;v1.0;No;16/08/2025 20:00;10.44
23014;4837;515;Product Inquiry;9;3;Yes;-0.19;52.74;51;English;v2.1;No;16/08/2025 21:00;5.77
23015;2540;220;Product Inquiry;1;3;Yes;-0.58;57.76;61;English;v1.0;Yes;16/08/2025 22:00;7.08
23016;1883;553;Product Inquiry;1;2;Yes;0.23;68.38;44;English;v1.0;No;16/08/2025 23:00;7.84
23017;4247;316;General Query;2;3;Yes;-0.18;55.92;8;Spanish;v1.0;Yes;17/08/2025 00:00;6.79
23018;4956;513;General Query;7;1;Yes;-0.54;60.82;61;French;v2.1;No;17/08/2025 01:00;6.18
23019;3457;350;Feedback;4;3;Yes;-0.37;92.7;74;English;v1.1;No;17/08/2025 02:00;10.27
23020;3773;280;General Query;9;3;Yes;0.19;66.3;67;English;v1.0;No;17/08/2025 03:00;7.13
23021;4435;74;General Query;6;4;No;-0.96;82.11;7;Spanish;v1.0;No;17/08/2025 04:00;8.81
23022;4094;301;General Query;8;3;Yes;0.07;65.85;6;English;v2.0;No;17/08/2025 05:00;7.18
23023;3365;461;General Query;7;3;Yes;-0.37;78.55;27;Spanish;v2.1;No;17/08/2025 06:00;8.56
23024;3572;278;General Query;9;5;Yes;0.06;70.56;24;English;v1.0;No;17/08/2025 07:00;8.16
23025;1904;581;General Query;9;2;Yes;-0.67;55.67;17;English;v2.1;No;17/08/2025 08:00;5.77
23026;4824;165;General Query;2;4;Yes;-0.38;96.1;86;German;v2.0;No;17/08/2025 09:00;11.11
23027;4347;410;General Query;1;2;Yes;0.76;68.0;74;French;v2.1;No;17/08/2025 10:00;7.8
23028;4071;392;General Query;9;1;Yes;0.82;72.38;33;Other;v1.0;No;17/08/2025 11:00;7.14
23029;4675;64;General Query;9;4;Yes;-0.86;60.58;24;English;v1.0;No;17/08/2025 12:00;6.86
23030;1619;416;Product Inquiry;3;5;Yes;-0.61;87.2;59;Spanish;v1.0;No;17/08/2025 13:00;10.42
23031;1952;281;Technical Support;7;2;Yes;0.07;68.53;42;Other;v1.0;No;17/08/2025 14:00;7.25
23032;4300;498;Product Inquiry;8;3;Yes;0.23;98.53;27;English;v2.1;No;17/08/2025 15:00;10.45
23033;4735;584;Product Inquiry;2;4;Yes;-0.18;71.71;38;English;v1.0;No;17/08/2025 16:00;8.67
23034;4179;504;Product Inquiry;3;3;Yes;0.97;57.66;26;Other;v1.1;No;17/08/2025 17:00;6.87
23035;3848;535;Product Inquiry;7;3;Yes;0.47;93.79;76;English;v2.0;Yes;17/08/2025 18:00;10.08
23036;3963;591;Feedback;3;5;Yes;0.9;77.71;31;English;v1.0;No;17/08/2025 19:00;9.47
23037;4247;505;Product Inquiry;9;4;Yes;0.46;89.26;9;Spanish;v2.1;No;17/08/2025 20:00;9.73
23038;1319;485;General Query;7;5;Yes;-0.58;83.7;88;English;v2.0;No;17/08/2025 21:00;9.67
23039;4357;485;Product Inquiry;9;3;Yes;-0.18;52.13;51;Spanish;v1.1;No;17/08/2025 22:00;5.71
23040;1875;41;Product Inquiry;7;3;Yes;-0.91;75.51;86;English;v2.1;Yes;17/08/2025 23:00;8.25
23041;3376;415;Product Inquiry;6;5;Yes;0.64;58.54;60;Spanish;v2.1;No;18/08/2025 00:00;7.25
23042;2900;228;Product Inquiry;5;3;Yes;-0.22;64.17;15;English;v2.0;No;18/08/2025 01:00;7.32
23043;1752;582;Technical Support;2;3;Yes;0.76;81.44;83;English;v2.1;Yes;18/08/2025 02:00;9.34
23044;3704;164;General Query;8;4;Yes;0.3;99.08;94;English;v2.1;Yes;18/08/2025 03:00;10.81
23045;2379;439;Product Inquiry;4;1;Yes;0.04;67.61;10;English;v2.0;No;18/08/2025 04:00;7.16
23046;2037;368;Technical Support;8;3;Yes;0.56;97.22;53;Spanish;v2.0;No;18/08/2025 05:00;10.32
23047;4346;324;Product Inquiry;6;5;No;-0.36;75.81;56;English;v1.1;No;18/08/2025 06:00;8.48
23048;1070;63;General Query;6;5;Yes;0.12;58.71;67;Spanish;v1.0;No;18/08/2025 07:00;7.27
23049;3874;126;Technical Support;3;4;Yes;-0.59;74.65;61;Other;v1.1;No;18/08/2025 08:00;8.86
23050;4266;169;Feedback;7;3;No;-0.19;64.4;26;English;v2.1;No;18/08/2025 09:00;6.64
23051;3912;283;Feedback;7;3;Yes;-0.2;75.33;25;Other;v1.1;No;18/08/2025 10:00;8.23
23052;2835;129;General Query;5;2;Yes;0.9;70.06;51;English;v1.1;No;18/08/2025 11:00;7.61
23053;3975;37;Product Inquiry;6;2;No;0.5;51.71;60;English;v1.0;No;18/08/2025 12:00;5.17
23054;4950;355;Product Inquiry;6;2;Yes;-0.01;71.03;91;English;v2.0;No;18/08/2025 13:00;7.6
23055;2546;258;Technical Support;8;5;Yes;-0.91;58.51;69;Spanish;v2.1;No;18/08/2025 14:00;7.05
23056;1105;347;Technical Support;9;2;Yes;1.0;81.87;65;Spanish;v2.0;No;18/08/2025 15:00;8.39
23057;1769;313;General Query;6;3;Yes;0.92;88.09;7;Spanish;v1.1;No;18/08/2025 16:00;9.61
23058;3009;432;Technical Support;3;4;Yes;0.4;81.63;85;English;v1.1;No;18/08/2025 17:00;9.56
23059;3940;480;Technical Support;5;4;Yes;-0.53;80.36;48;English;v2.0;No;18/08/2025 18:00;9.24
23060;3243;100;Product Inquiry;1;3;No;-0.59;86.89;45;French;v2.1;No;18/08/2025 19:00;9.49
23061;3192;274;General Query;1;2;Yes;-0.96;85.7;42;English;v1.1;No;18/08/2025 20:00;9.57
23062;4803;382;Product Inquiry;1;3;No;-0.73;75.1;56;English;v2.0;No;18/08/2025 21:00;8.31
23063;2373;476;General Query;9;2;Yes;0.54;68.84;44;English;v2.1;No;18/08/2025 22:00;7.08
23064;4495;462;Technical Support;2;3;Yes;0.43;89.56;28;Spanish;v2.1;No;18/08/2025 23:00;10.16
23065;3518;552;General Query;1;4;Yes;-0.17;92.03;5;English;v1.0;No;19/08/2025 00:00;10.8
23066;2709;257;General Query;5;2;No;-0.21;50.06;36;English;v2.1;No;19/08/2025 01:00;5.11
23067;1215;280;Feedback;8;1;Yes;0.65;66.95;23;English;v1.1;No;19/08/2025 02:00;6.7
23068;2116;292;Product Inquiry;5;4;No;0.93;59.18;48;English;v2.0;No;19/08/2025 03:00;6.62
23069;1259;299;General Query;5;5;No;0.36;84.53;18;Spanish;v1.0;No;19/08/2025 04:00;9.45
23070;1933;169;Technical Support;2;5;No;0.37;78.55;68;English;v2.1;No;19/08/2025 05:00;9.16
23071;1574;171;Technical Support;7;3;Yes;0.02;78.18;38;Spanish;v1.0;No;19/08/2025 06:00;8.52
23072;2564;592;General Query;1;2;Yes;-0.39;58.07;42;English;v1.1;No;19/08/2025 07:00;6.81
23073;2810;31;Others;2;4;No;0.03;60.31;47;Spanish;v2.1;No;19/08/2025 08:00;7.03
23074;4930;33;General Query;5;2;Yes;-0.34;71.93;46;Spanish;v1.1;No;19/08/2025 09:00;7.79
23075;1284;530;Feedback;7;4;Yes;-0.11;72.09;16;Spanish;v2.0;No;19/08/2025 10:00;8.21
23076;3531;561;General Query;7;2;Yes;-0.96;53.36;92;Spanish;v2.1;No;19/08/2025 11:00;5.74
23077;2954;464;Product Inquiry;8;2;Yes;0.98;53.19;46;English;v1.0;Yes;19/08/2025 12:00;5.62
23078;3419;337;Product Inquiry;6;1;Yes;0.57;78.27;20;Spanish;v2.0;No;19/08/2025 13:00;8.03
23079;1069;257;Others;3;3;Yes;-0.8;99.69;49;Other;v1.1;No;19/08/2025 14:00;11.07
23080;1378;558;Product Inquiry;8;5;Yes;0.97;80.63;13;English;v1.0;No;19/08/2025 15:00;9.26
23081;2302;93;General Query;1;4;Yes;0.54;80.35;89;English;v1.1;No;19/08/2025 16:00;9.64
23082;4814;453;Technical Support;3;2;Yes;1.0;90.4;39;English;v2.1;No;19/08/2025 17:00;9.84
23083;3349;317;General Query;8;2;Yes;-0.09;54.65;25;French;v1.1;No;19/08/2025 18:00;5.76
23084;1254;315;Feedback;3;5;Yes;0.93;76.72;77;Spanish;v1.0;Yes;19/08/2025 19:00;9.37
23085;2707;33;General Query;5;4;Yes;0.08;76.88;9;French;v1.1;No;19/08/2025 20:00;8.89
23086;3991;414;Product Inquiry;5;4;Yes;-0.52;82.0;95;English;v1.0;No;19/08/2025 21:00;9.4
23087;1691;210;Technical Support;7;3;No;-0.35;98.17;81;English;v1.0;No;19/08/2025 22:00;10.02
23088;2287;440;General Query;4;4;Yes;-0.16;82.88;20;English;v1.1;Yes;19/08/2025 23:00;9.59
23089;4766;125;Technical Support;2;3;No;-0.2;88.62;23;Spanish;v2.0;No;20/08/2025 00:00;9.56
23090;1833;413;Product Inquiry;2;4;No;0.51;68.16;45;English;v1.1;No;20/08/2025 01:00;7.82
23091;3764;457;General Query;7;3;Yes;-0.58;81.52;92;English;v2.1;No;20/08/2025 02:00;8.85
23092;3471;26;General Query;3;3;Yes;0.69;51.42;32;English;v1.0;No;20/08/2025 03:00;6.24
23093;4832;100;General Query;2;3;Yes;0.28;64.34;43;Spanish;v1.1;No;20/08/2025 04:00;7.63
23094;3260;504;Product Inquiry;5;5;Yes;0.29;76.63;29;English;v2.0;No;20/08/2025 05:00;9.16
23095;4742;376;General Query;2;5;Yes;-0.02;60.79;46;French;v1.0;No;20/08/2025 06:00;7.88
23096;3035;330;General Query;5;3;Yes;0.92;62.24;93;Spanish;v2.0;No;20/08/2025 07:00;7.12
23097;2967;525;Feedback;8;5;Yes;-0.84;98.89;80;English;v2.0;No;20/08/2025 08:00;11.09
23098;1099;538;General Query;6;4;No;0.83;93.84;48;Spanish;v1.1;No;20/08/2025 09:00;9.98
23099;2852;468;Feedback;1;4;Yes;-0.97;68.4;25;English;v2.1;No;20/08/2025 10:00;8.44
23100;4183;304;Others;7;4;Yes;0.61;77.7;53;French;v1.1;No;20/08/2025 11:00;8.77
23101;3355;301;Technical Support;4;5;Yes;0.79;87.6;32;English;v2.0;Yes;20/08/2025 12:00;10.36
23102;3725;93;General Query;4;2;Yes;-0.91;60.83;56;German;v1.1;No;20/08/2025 13:00;6.78
23103;3522;64;Feedback;9;4;Yes;0.88;85.41;28;English;v2.1;No;20/08/2025 14:00;9.34
23104;2571;548;General Query;6;5;Yes;0.07;74.73;20;English;v1.0;No;20/08/2025 15:00;8.87
23105;1111;476;General Query;7;1;Yes;-0.34;61.14;77;Spanish;v1.1;No;20/08/2025 16:00;6.21
23106;4158;594;Others;2;5;Yes;0.2;57.7;8;Spanish;v1.1;No;20/08/2025 17:00;7.57
23107;1182;426;Product Inquiry;3;5;No;-0.23;86.49;81;English;v2.0;No;20/08/2025 18:00;9.85
23108;3644;112;Technical Support;1;3;Yes;0.39;85.53;57;English;v2.1;No;20/08/2025 19:00;9.85
23109;4852;341;General Query;5;4;Yes;0.9;88.05;88;English;v1.0;No;20/08/2025 20:00;10.0
23110;1164;485;General Query;7;1;Yes;-0.32;75.69;8;English;v2.1;No;20/08/2025 21:00;7.67
23111;3862;573;Product Inquiry;6;1;Yes;0.95;84.81;50;English;v2.0;No;20/08/2025 22:00;8.68
23112;3137;346;Feedback;6;1;Yes;0.42;58.83;78;English;v2.0;No;20/08/2025 23:00;6.08
23113;3023;587;General Query;6;3;Yes;-0.78;60.64;21;English;v2.1;No;21/08/2025 00:00;6.86
23114;1454;434;General Query;4;2;Yes;0.12;75.96;62;Spanish;v1.0;No;21/08/2025 01:00;8.3
23115;3285;518;General Query;7;4;Yes;0.83;56.38;96;English;v2.1;No;21/08/2025 02:00;6.64
23116;3022;459;General Query;6;2;Yes;-0.2;91.17;20;English;v1.1;No;21/08/2025 03:00;9.62
23117;3581;451;General Query;5;2;Yes;0.1;90.28;5;French;v2.1;No;21/08/2025 04:00;9.63
23118;4750;347;General Query;7;3;Yes;-0.5;71.44;55;German;v2.1;No;21/08/2025 05:00;7.84
23119;1726;276;Product Inquiry;7;2;Yes;0.29;96.73;50;English;v2.0;No;21/08/2025 06:00;10.07
23120;3105;573;General Query;2;4;Yes;-0.02;88.97;40;English;v2.1;No;21/08/2025 07:00;10.4
23121;1541;93;Product Inquiry;5;3;Yes;0.65;74.98;73;English;v1.0;No;21/08/2025 08:00;8.4
23122;2937;253;General Query;7;4;Yes;0.0;94.99;47;English;v1.0;No;21/08/2025 09:00;10.5
23123;2021;540;Feedback;8;4;Yes;-0.64;82.0;93;English;v2.0;Yes;21/08/2025 10:00;9.1
23124;3665;562;General Query;9;3;Yes;0.39;60.21;96;English;v1.1;No;21/08/2025 11:00;6.52
23125;3449;277;General Query;4;4;No;-0.2;93.66;56;Spanish;v1.1;No;21/08/2025 12:00;10.17
23126;4053;248;Technical Support;5;2;Yes;-0.23;55.73;96;Spanish;v2.1;No;21/08/2025 13:00;6.17
23127;1841;264;Product Inquiry;8;4;Yes;-0.51;88.91;58;English;v2.1;No;21/08/2025 14:00;9.79
23128;2702;446;Technical Support;8;3;Yes;0.23;89.63;58;English;v1.1;No;21/08/2025 15:00;9.56
23129;4933;475;General Query;2;4;No;-0.78;69.56;66;Spanish;v2.0;No;21/08/2025 16:00;7.96
23130;2689;492;Product Inquiry;1;4;Yes;1.0;65.8;86;English;v1.0;No;21/08/2025 17:00;8.18
23131;3886;582;Product Inquiry;4;4;Yes;0.58;60.06;28;English;v1.1;No;21/08/2025 18:00;7.31
23132;1518;193;Product Inquiry;2;5;Yes;0.66;71.96;96;English;v2.0;No;21/08/2025 19:00;9.0
23133;1196;94;Product Inquiry;3;3;Yes;0.56;90.21;51;English;v1.1;No;21/08/2025 20:00;10.12
23134;4904;118;Product Inquiry;2;4;Yes;-1.0;71.18;48;Spanish;v2.0;No;21/08/2025 21:00;8.62
23135;3093;532;Technical Support;4;3;Yes;0.08;93.38;76;English;v1.0;No;21/08/2025 22:00;10.34
23136;3577;143;Product Inquiry;8;4;Yes;0.28;96.84;79;Spanish;v1.0;No;21/08/2025 23:00;10.58
23137;2420;136;Technical Support;9;3;Yes;-0.83;62.88;50;Spanish;v2.1;No;22/08/2025 00:00;6.79
23138;2688;362;Technical Support;7;3;Yes;-0.13;99.57;61;English;v1.0;No;22/08/2025 01:00;10.66
23139;1999;252;Technical Support;2;5;Yes;0.11;70.77;33;English;v1.0;No;22/08/2025 02:00;8.88
23140;3823;148;Product Inquiry;7;2;Yes;-0.77;58.34;57;English;v1.1;No;22/08/2025 03:00;6.23
23141;3121;393;General Query;6;4;Yes;0.7;72.28;27;French;v2.0;No;22/08/2025 04:00;8.33
23142;4487;594;Technical Support;4;2;Yes;0.78;52.15;47;English;v1.0;No;22/08/2025 05:00;5.92
23143;4728;255;Feedback;1;2;Yes;-0.64;58.9;43;Spanish;v1.1;No;22/08/2025 06:00;6.89
23144;2637;209;Technical Support;1;4;Yes;-0.19;86.34;82;Spanish;v2.0;Yes;22/08/2025 07:00;10.23
23145;3382;187;Product Inquiry;6;1;Yes;-0.75;59.0;38;Spanish;v2.1;No;22/08/2025 08:00;6.1
23146;2870;310;Product Inquiry;7;4;Yes;-0.7;99.0;54;Spanish;v1.0;No;22/08/2025 09:00;10.9
23147;1632;360;Product Inquiry;1;4;No;0.95;62.42;31;Spanish;v1.1;No;22/08/2025 10:00;7.34
23148;3735;414;Others;2;5;Yes;-0.23;93.39;45;Spanish;v2.1;Yes;22/08/2025 11:00;11.14
23149;1574;493;General Query;9;4;No;-0.29;60.02;11;French;v1.1;Yes;22/08/2025 12:00;6.3
23150;3343;158;General Query;4;4;No;0.14;85.13;13;French;v2.0;No;22/08/2025 13:00;9.31
23151;2107;210;Others;4;2;Yes;-0.38;88.38;22;Other;v2.1;No;22/08/2025 14:00;9.54
23152;2038;587;Product Inquiry;6;3;Yes;-0.3;79.63;87;English;v2.1;No;22/08/2025 15:00;8.76
23153;2890;538;Product Inquiry;5;5;Yes;0.57;94.66;85;English;v2.0;No;22/08/2025 16:00;10.97
23154;4205;70;Technical Support;9;4;Yes;0.56;66.47;37;English;v1.1;No;22/08/2025 17:00;7.45
23155;1477;570;Technical Support;3;4;Yes;-0.5;60.73;73;English;v2.0;No;22/08/2025 18:00;7.47
23156;3680;317;Product Inquiry;8;4;Yes;0.9;62.29;20;Spanish;v1.0;No;22/08/2025 19:00;7.13
23157;3366;91;Product Inquiry;1;5;Yes;-0.91;72.84;25;English;v2.1;No;22/08/2025 20:00;9.18
23158;4463;275;Product Inquiry;7;4;Yes;0.79;72.41;77;English;v2.0;No;22/08/2025 21:00;8.24
23159;3526;328;Technical Support;8;4;Yes;0.85;95.62;51;English;v1.0;Yes;22/08/2025 22:00;10.46
23160;4711;110;Feedback;9;5;Yes;-0.73;64.92;16;English;v1.0;No;22/08/2025 23:00;7.59
23161;3415;168;General Query;1;3;Yes;0.37;97.03;87;English;v2.1;No;23/08/2025 00:00;11.0
23162;1366;49;General Query;1;4;Yes;0.14;93.34;47;English;v2.0;No;23/08/2025 01:00;10.93
23163;4359;481;General Query;8;1;Yes;0.58;92.25;6;English;v1.1;No;23/08/2025 02:00;9.22
23164;2836;404;Technical Support;2;2;Yes;-0.33;93.5;63;French;v2.0;No;23/08/2025 03:00;10.25
23165;3425;537;General Query;6;2;Yes;-0.3;93.14;85;English;v1.1;No;23/08/2025 04:00;9.81
23166;2715;392;General Query;8;1;Yes;0.08;55.99;24;German;v2.0;No;23/08/2025 05:00;5.6
23167;3510;216;General Query;6;3;No;-0.63;54.56;38;English;v2.1;No;23/08/2025 06:00;5.76
23168;2617;209;Technical Support;9;5;Yes;0.86;65.36;37;English;v2.1;No;23/08/2025 07:00;7.64
23169;1012;98;Product Inquiry;8;2;No;0.8;99.44;66;English;v1.0;No;23/08/2025 08:00;9.74
23170;1535;566;General Query;7;2;Yes;0.03;51.86;96;English;v1.0;Yes;23/08/2025 09:00;5.59
